,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
11033,Famicom Mini: Adventure Island,GBA,Action,5.7,0.08,0.0,0.08,0.0,0.0,2004
11034,RoadKill,XB,Action,5.7,0.08,0.06,0.0,0.02,0.0,2003
11035,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,Sports,5.7,0.08,0.0,0.08,0.0,0.0,2011
11036,Rapala Pro Bass Fishing 2010,PS2,Sports,5.7,0.08,0.04,0.0,0.03,0.01,2010
11037,Striker 96,PS,Sports,5.7,0.08,0.04,0.0,0.03,0.01,1996
11038,NHL Breakaway 99,N64,Sports,5.7,0.08,0.07,0.0,0.01,0.0,1998
11039,Tony Hawk's Pro Skater 3,N64,Sports,8.1,0.08,0.06,0.0,0.02,0.0,2002
11040,Little League World Series Baseball: Double Play,Wii,Sports,8.1,0.08,0.07,0.0,0.0,0.01,2010
11041,High Heat Major League Baseball 2004,XB,Sports,8.1,0.08,0.06,0.0,0.02,0.0,2003
11042,Jillian Michaels Fitness Ultimatum 2010,DS,Sports,8.1,0.08,0.07,0.0,0.0,0.01,2009
11043,Ultimate Duck Hunting,Wii,Sports,8.1,0.08,0.07,0.0,0.0,0.01,2009
11044,NHL Hitz 20-03,GC,Sports,8.1,0.08,0.06,0.0,0.02,0.0,2002
11045,All-Star Baseball 2004,GC,Sports,8.1,0.08,0.06,0.0,0.02,0.0,2003
11046,Boxing Fever,GBA,Sports,7.2,0.08,0.06,0.0,0.02,0.0,2001
11047,Major League Baseball 2K12,DS,Sports,7.2,0.08,0.07,0.0,0.0,0.01,2012
11048,MLB Front Office Manager,PS3,Sports,7.2,0.08,0.07,0.0,0.0,0.01,2009
11049,Skydiving Extreme,PS,Sports,7.2,0.08,0.04,0.0,0.03,0.01,2001
11050,New International Track & Field,DS,Sports,7.4,0.08,0.07,0.0,0.0,0.01,2008
11051,Dragon Force II: Kamisarishi Daichi ni,SAT,Strategy,7.4,0.08,0.0,0.08,0.0,0.0,1998
11052,Quo Vadis,SAT,Strategy,7.4,0.08,0.0,0.08,0.0,0.0,1995
11053,Stella Deus: The Gate of Eternity,PS2,Strategy,7.3,0.08,0.04,0.0,0.03,0.01,2005
11054,Little League World Series Baseball: Double Play,DS,Sports,7.3,0.08,0.07,0.0,0.0,0.01,2010
11055,10 Minute Solution,Wii,Sports,7.3,0.07999999999999999,0.06,0.0,0.01,0.01,2010
11056,Outlaw Tennis,PS2,Sports,7.3,0.08,0.04,0.0,0.03,0.01,2005
11057,Tony Hawk's Pro Skater 5,X360,Sports,7.3,0.08,0.07,0.0,0.0,0.01,2015
11058,LEGO Soccer Mania,GBA,Sports,7.3,0.08,0.06,0.0,0.02,0.0,2002
11059,Derby Tsuku: Derby Uma o Tsukurou!,DC,Sports,7.3,0.08,0.0,0.08,0.0,0.0,2000
11060,Deadliest Catch: Sea of Chaos,PS3,Sports,7.3,0.09,0.08,0.0,0.0,0.01,2010
11061,ESPN NFL PrimeTime 2002,PS2,Sports,7.3,0.08,0.04,0.0,0.03,0.01,2001
11062,Swingerz Golf,GC,Sports,7.3,0.08,0.06,0.0,0.02,0.0,2002
11063,Madden NFL 08,GC,Sports,7.6,0.08,0.06,0.0,0.02,0.0,2007
11064,Pro Yakyuu Famista DS 2010,DS,Sports,7.6,0.08,0.0,0.08,0.0,0.0,2010
11065,Captain Tsubasa,PS2,Sports,7.6,0.08,0.0,0.08,0.0,0.0,2006
11066,NBA 2K Playgrounds 2,PS4,Sports,7.6,0.06999999999999999,0.06,0.0,0.0,0.01,2018
11067,Jikkyou Powerful Pro Yakyuu 12,GC,Sports,7.6,0.08,0.0,0.08,0.0,0.0,2005
11068,LEGO Soccer Mania,PS2,Sports,7.6,0.08,0.04,0.0,0.03,0.01,2002
11069,NHL 2K7,X360,Sports,8.0,0.08,0.07,0.0,0.0,0.01,2006
11070,Jikkyou Powerful Major League 2009,PS2,Sports,8.0,0.08,0.0,0.08,0.0,0.0,2009
11071,J-League Winning Eleven 2009: Club Championship,PS2,Sports,8.0,0.08,0.0,0.08,0.0,0.0,2009
11072,FIFA Soccer 2005,GBA,Sports,8.1,0.08,0.06,0.0,0.02,0.0,2004
11073,FIFA 18,PC,Sports,8.0,0.08,0.0,0.0,0.08,0.0,2017
11074,Don King Boxing,DS,Sports,8.0,0.09,0.06,0.0,0.02,0.01,2009
11075,Disney's Meet the Robinsons,X360,Action,8.0,0.08,0.07,0.0,0.0,0.01,2007
11076,Incredible Crisis,PS,Action,8.0,0.08,0.04,0.0,0.03,0.01,2000
11077,Jikkyou Powerful Pro Yakyuu 15,Wii,Sports,8.0,0.08,0.0,0.08,0.0,0.0,2008
11078,Cabela's North American Adventures,PS2,Sports,8.0,0.08,0.04,0.0,0.03,0.01,2010
11079,Pro Evolution Soccer 2008 (JP sales),DS,Sports,8.0,0.08,0.0,0.08,0.0,0.0,2008
11080,Diva Girls: Divas on Ice,Wii,Sports,8.0,0.08,0.07,0.0,0.0,0.01,2009
11081,FIFA Street 2,XB,Sports,8.0,0.08,0.06,0.0,0.02,0.0,2006
11082,Orega Kantoku Da! Gekitou Pennant Race,PS2,Sports,8.0,0.08,0.0,0.08,0.0,0.0,2000
11083,Diego's Build & Rescue,DS,Action,8.0,0.08,0.07,0.0,0.0,0.01,2010
11084,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,Action,8.0,0.08,0.0,0.08,0.0,0.0,2007
11085,Indycar Series 2005,XB,Action,8.0,0.08,0.06,0.0,0.02,0.0,2004
11086,Medabots Dual: Kabuto / Kuwagata,3DS,Action,8.0,0.08,0.0,0.08,0.0,0.0,2013
11087,World Series of Poker 2008: Battle for the Bracelets,X360,Action,8.0,0.07999999999999999,0.06,0.0,0.01,0.01,2007
11088,Knights Contract,PS3,Action,5.8,0.08,0.04,0.0,0.03,0.01,2011
11089,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,Action,5.8,0.09,0.04,0.0,0.04,0.01,2011
11090,Super Sentai Battle: Ranger Cross,Wii,Action,5.8,0.08,0.0,0.08,0.0,0.0,2011
11091,Salon Superstar,DS,Simulation,5.8,0.07,0.07,0.0,0.0,0.0,2009
11092,The Sims 3: Fast Lane Stuff,PC,Simulation,5.8,0.07,0.01,0.0,0.05,0.01,2010
11093,Armored Core 3 Portable,PSP,Simulation,5.8,0.08,0.0,0.08,0.0,0.0,2009
11094,Overcooked! 2,XOne,Simulation,5.8,0.08,0.07,0.0,0.0,0.01,2018
11095,The Sims 2: Ikea Home Stuff,PC,Simulation,5.8,0.08,0.0,0.0,0.07,0.01,2008
11096,Dreamer Series: Shop Owner,DS,Simulation,5.8,0.08,0.07,0.0,0.0,0.01,2009
11097,Imagine: My Restaurant,DS,Simulation,5.8,0.08,0.0,0.0,0.07,0.01,2009
11098,The Idolm@ster,X360,Simulation,5.8,0.08,0.0,0.08,0.0,0.0,2007
11099,Major League Baseball 2K11,PC,Sports,5.8,0.09,0.06,0.0,0.02,0.01,2011
11100,Slam 'n Jam '96 featuring Magic & Kareem,PS,Sports,5.8,0.08,0.04,0.0,0.03,0.01,1996
11101,R.B.I. Baseball 2017,NS,Sports,5.8,0.08,0.07,0.0,0.0,0.01,2017
11102,Captain Tsubasa: New Kick Off,DS,Sports,5.8,0.08,0.0,0.06,0.02,0.0,2010
11103,NHL 06,GC,Sports,5.8,0.08,0.06,0.0,0.02,0.0,2005
11104,Sports Collection,DS,Sports,5.8,0.07999999999999999,0.06,0.0,0.01,0.01,2010
11105,Sub Rebellion,PS2,Simulation,5.8,0.08,0.04,0.0,0.03,0.01,2002
11106,Port Royale 3,PS3,Simulation,5.8,0.06999999999999999,0.06,0.0,0.0,0.01,2012
11107,Black/Matrix,SAT,Strategy,5.8,0.08,0.0,0.08,0.0,0.0,1998
11108,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Strategy,5.8,0.08,0.0,0.08,0.0,0.0,2011
11109,Get Fit with Mel B,Wii,Sports,5.8,0.09,0.03,0.0,0.05,0.01,2011
11110,Get Fit with Mel B,X360,Sports,5.8,0.06999999999999999,0.0,0.0,0.06,0.01,2010
11111,Winter Stars,PS3,Sports,5.8,0.07,0.01,0.0,0.05,0.01,2011
11112,FIFA Soccer 2003,GC,Sports,5.8,0.08,0.06,0.0,0.02,0.0,2002
11113,Backyard NBA Basketball,DS,Sports,5.8,0.08,0.07,0.0,0.0,0.01,2007
11114,Outlaw Golf,GC,Sports,5.8,0.08,0.06,0.0,0.02,0.0,2002
11115,Super Football,2600,Sports,5.8,0.07,0.07,0.0,0.0,0.0,1988
11116,Derby Stallion 98,SNES,Sports,5.8,0.08,0.0,0.08,0.0,0.0,1998
11117,Worms: A Space Oddity,Wii,Strategy,5.8,0.09,0.06,0.0,0.02,0.01,2008
11118,Future Card Buddyfight: Yuujou no Bakunetsu Fight!,3DS,Strategy,5.8,0.08,0.0,0.08,0.0,0.0,2015
11119,FabStyle,DS,Strategy,5.8,0.08,0.0,0.08,0.0,0.0,2011
11120,GOTHA: Ismailia Seneki,SAT,Strategy,5.8,0.08,0.0,0.08,0.0,0.0,1995
11121,P.T.O. IV: Pacific Theater of Operations,PS2,Strategy,5.8,0.08,0.04,0.0,0.03,0.01,2003
11122,Bakugan: Rise of the Resistance,DS,Strategy,5.8,0.08,0.05,0.0,0.02,0.01,2011
11123,WSC Real 11: World Snooker Championship,PS3,Sports,5.8,0.09000000000000001,0.0,0.0,0.07,0.02,2011
11124,101-in-1 Sports Megamix,DS,Sports,5.8,0.09,0.08,0.0,0.0,0.01,2010
11125,NCAA Football 08,XB,Sports,5.8,0.08,0.06,0.0,0.02,0.0,2007
11126,Winter Sports 2: The Next Challenge,PS2,Sports,5.8,0.08,0.04,0.0,0.03,0.01,2008
11127,The Sims 3: Barnacle Bay,PC,Simulation,5.8,0.09,0.08,0.0,0.0,0.01,2011
11128,Charm Girls Club: My Fashion Show,DS,Simulation,5.8,0.09,0.08,0.0,0.0,0.01,2009
11129,Elite: Dangerous,XOne,Simulation,5.8,0.08,0.07,0.0,0.0,0.01,2017
11130,Blazing Angels: Squadrons of WWII,XB,Simulation,7.0,0.08,0.06,0.0,0.02,0.0,2006
11131,Dungeon Travelers 2: The Royal Library & the Monster Seal,PSP,Role-Playing,7.0,0.08,0.0,0.08,0.0,0.0,2013
11132,Alien Syndrome,PSP,Role-Playing,4.9,0.08,0.07,0.0,0.0,0.01,2007
11133,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Role-Playing,7.4,0.08,0.06,0.0,0.02,0.0,2004
11134,Moe Chronicle,PSV,Role-Playing,7.4,0.08,0.0,0.08,0.0,0.0,2014
11135,Criminal Girls,PSP,Role-Playing,7.4,0.08,0.0,0.08,0.0,0.0,2010
11136,Dragon Shadow Spell,PS2,Role-Playing,7.4,0.08,0.0,0.08,0.0,0.0,2007
11137,Little League World Series Baseball 2010,PS3,Sports,7.4,0.08,0.07,0.0,0.0,0.01,2010
11138,NBA 10 The Inside,PSP,Sports,6.5,0.08,0.07,0.0,0.0,0.01,2009
11139,Dragon Slayer: The Legend of Heroes,GEN,Role-Playing,6.5,0.08,0.0,0.08,0.0,0.0,1994
11140,Child of Light,PSV,Role-Playing,6.5,0.08,0.0,0.02,0.05,0.01,2014
11141,Slayers Royal 2,SAT,Role-Playing,6.5,0.08,0.0,0.08,0.0,0.0,1998
11142,Dawn of Heroes,DS,Role-Playing,6.5,0.08,0.07,0.0,0.0,0.01,2010
11143,Lost Heroes 2,3DS,Role-Playing,6.5,0.08,0.0,0.08,0.0,0.0,2015
11144,Majin Tensei,SNES,Role-Playing,6.5,0.08,0.0,0.08,0.0,0.0,1994
11145,Dragon Ball Z: The Legacy of Goku I & II,GBA,Role-Playing,6.5,0.07,0.05,0.0,0.02,0.0,2005
11146,Hero Bank,3DS,Role-Playing,6.5,0.08,0.0,0.08,0.0,0.0,2014
11147,Rick & Morty Virtual Rick-Ality,PS4,Simulation,6.5,0.06999999999999999,0.06,0.0,0.0,0.01,2018
11148,Petz Fantasy: Sunshine Magic,DS,Simulation,6.5,0.08,0.07,0.0,0.0,0.01,2010
11149,Mission Runway,DS,Simulation,6.5,0.09,0.07,0.0,0.01,0.01,2009
11150,Battlestar Galactica,XB,Simulation,6.5,0.08,0.06,0.0,0.02,0.0,2003
11151,Fireblade,XB,Simulation,6.5,0.08,0.06,0.0,0.02,0.0,2002
11152,ZhuZhu Babies,DS,Simulation,6.5,0.07999999999999999,0.06,0.0,0.01,0.01,2011
11153,Baroque,Wii,Role-Playing,5.2,0.08,0.07,0.0,0.0,0.01,2008
11154,Conception: Please Give Birth to My Child!,PSP,Role-Playing,5.2,0.08,0.0,0.08,0.0,0.0,2012
11155,Zoo Tycoon (2013),X360,Simulation,5.2,0.09,0.02,0.0,0.06,0.01,2013
11156,Ski-Doo Snowmobile Challenge,Wii,Racing,5.2,0.09,0.08,0.0,0.0,0.01,2009
11157,Wreckin Crew,PS,Racing,5.2,0.09,0.05,0.0,0.03,0.01,1998
11158,Sega GT Online,XB,Racing,5.2,0.08,0.06,0.0,0.02,0.0,2004
11159,TT Isle of Man: Ride on the Edge,XOne,Racing,5.2,0.09,0.05,0.0,0.03,0.01,2018
11160,Driven,GC,Racing,5.2,0.08,0.06,0.0,0.02,0.0,2002
11161,Petz: Dogz Family,PSP,Simulation,5.2,0.08,0.05,0.0,0.02,0.01,2009
11162,The Sims 2: Apartment Life,PC,Simulation,5.2,0.09,0.0,0.0,0.08,0.01,2008
11163,MXGP 3: The Official Motocross Videogame,NS,Racing,5.2,0.09,0.06,0.0,0.02,0.01,2017
11164,WWE Crush Hour,GC,Racing,5.2,0.08,0.06,0.0,0.02,0.0,2003
11165,Assetto Corsa,PS4,Racing,5.2,0.07999999999999999,0.0,0.01,0.06,0.01,2016
11166,Krazy Ivan,PS,Simulation,5.2,0.07,0.04,0.0,0.03,0.0,1996
11167,Silent Hunter III,PC,Simulation,5.2,0.08,0.0,0.0,0.07,0.01,2005
11168,Nicola Kanshuu: Model Oshare * Audition Platinum,3DS,Simulation,5.2,0.08,0.0,0.08,0.0,0.0,2012
11169,Princess Maker 2,SAT,Simulation,5.2,0.08,0.0,0.08,0.0,0.0,1995
11170,Animal Planet: Emergency Vets,DS,Simulation,5.2,0.09,0.08,0.0,0.0,0.01,2009
11171,WRC 6,PS4,Racing,5.2,0.06999999999999999,0.03,0.01,0.02,0.01,2017
11172,MX vs ATV All Out,XOne,Racing,5.2,0.08,0.07,0.0,0.0,0.01,2018
11173,Monster Trucks DS,DS,Racing,5.2,0.08,0.07,0.0,0.0,0.01,2005
11174,Gadget Racers,PS2,Racing,5.2,0.08,0.04,0.0,0.03,0.01,2001
11175,Jimmie Johnson's Anything With an Engine,PS3,Racing,5.2,0.08,0.07,0.0,0.0,0.01,2011
11176,Ford vs. Chevy,XB,Racing,5.2,0.08,0.06,0.0,0.02,0.0,2005
11177,The Dukes of Hazzard: Return of the General Lee,XB,Racing,5.2,0.08,0.06,0.0,0.02,0.0,2004
11178,SRS: Street Racing Syndicate,GC,Racing,5.2,0.09000000000000001,0.07,0.0,0.02,0.0,2004
11179,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,Simulation,5.2,0.08,0.0,0.08,0.0,0.0,2013
11180,TrackMania DS,DS,Racing,7.5,0.07999999999999999,0.06,0.0,0.01,0.01,2009
11181,Gravel,PS4,Racing,7.5,0.06999999999999999,0.06,0.0,0.0,0.01,2018
11182,SCORE International Baja 1000: The Official Game,PS3,Racing,7.5,0.08,0.07,0.0,0.0,0.01,2008
11183,Blood Drive,PS3,Racing,7.5,0.08,0.07,0.0,0.0,0.01,2010
11184,Monster Jam: Crush It,NS,Racing,7.5,0.08,0.04,0.0,0.03,0.01,2017
11185,GT Advance 3: Pro Concept Racing,GBA,Racing,7.7,0.07,0.05,0.0,0.02,0.0,2002
11186,R: Racing Evolution,GC,Racing,6.1,0.08,0.06,0.0,0.02,0.0,2003
11187,Penny Racers Party: Turbo-Q Speedway,Wii,Racing,6.1,0.08,0.07,0.0,0.0,0.01,2008
11188,Ride 2,XOne,Racing,6.1,0.07999999999999999,0.06,0.0,0.01,0.01,2017
11189,TOCA Race Driver 3: The Ultimate Racing Simulator,PS2,Racing,6.1,0.08,0.04,0.0,0.03,0.01,2006
11190,Pac-Man World Rally,GC,Racing,6.1,0.08,0.06,0.0,0.02,0.0,2006
11191,Build 'n Race,Wii,Racing,6.1,0.09,0.08,0.0,0.0,0.01,2009
11192,Spintires: MudRunner - American Wilds,PS4,Racing,6.1,0.09000000000000001,0.07,0.0,0.0,0.02,2018
11193,Pimp My Ride: Street Racing,PS2,Racing,6.1,0.08,0.04,0.0,0.03,0.01,2009
11194,Monster Energy Supercross - The Official Videogame,XOne,Racing,6.1,0.09,0.08,0.0,0.0,0.01,2018
11195,Wetrix,N64,Puzzle,8.6,0.08,0.06,0.0,0.02,0.0,1998
11196,S.C.A.R.S,PS,Racing,8.6,0.09,0.05,0.0,0.03,0.01,1998
11197,Face Racers: Photo Finish,3DS,Racing,8.6,0.09,0.08,0.0,0.0,0.01,2011
11198,Initial D: Extreme Stage,PS3,Racing,8.6,0.08,0.0,0.08,0.0,0.0,2008
11199,The Italian Job,XB,Racing,8.6,0.08,0.06,0.0,0.02,0.0,2003
11200,Big Mutha Truckers,GC,Racing,8.6,0.08,0.06,0.0,0.02,0.0,2003
11201,Micro Machines: World Series,XOne,Racing,8.6,0.08,0.02,0.0,0.05,0.01,2017
11202,Iggy's Reckin' Balls,N64,Racing,6.8,0.08,0.06,0.0,0.02,0.0,1998
11203,Rapala Fishing Pro Series,PS4,Simulation,6.8,0.08,0.06,0.0,0.0,0.02,2017
11204,Miami Nights: Singles in the City,DS,Simulation,6.8,0.09,0.08,0.0,0.0,0.01,2008
11205,Pretty Rhythm: My Deco Rainbow Wedding,3DS,Simulation,6.8,0.08,0.0,0.08,0.0,0.0,2013
11206,Touch Mechanic,DS,Simulation,6.8,0.09,0.08,0.0,0.0,0.01,2009
11207,DanceDanceRevolution,X360,Simulation,6.8,0.09,0.08,0.0,0.0,0.01,2011
11208,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,Simulation,6.8,0.08,0.0,0.08,0.0,0.0,2013
11209,Qubed,X360,Puzzle,6.8,0.08,0.07,0.0,0.0,0.01,2009
11210,Bust-A-Move 2 Arcade Edition,N64,Puzzle,6.8,0.08,0.06,0.0,0.02,0.0,1998
11211,Dream Day: Wedding Destinations,DS,Simulation,6.8,0.09,0.08,0.0,0.0,0.01,2009
11212,Pony Friends 2,Wii,Simulation,6.8,0.08,0.03,0.0,0.04,0.01,2010
11213,Theme Park,SAT,Simulation,6.8,0.08,0.0,0.08,0.0,0.0,1995
11214,X Rebirth,PC,Simulation,6.8,0.08,0.0,0.0,0.08,0.0,2013
11215,Air Conflicts: Secret Wars,X360,Simulation,6.0,0.09,0.06,0.0,0.02,0.01,2011
11216,R/C Stunt Copter,PS,Simulation,6.0,0.08,0.04,0.0,0.03,0.01,1999
11217,Kenshuui Tendo Dokuta,DS,Simulation,6.0,0.08,0.0,0.08,0.0,0.0,2004
11218,Pilot ni Narou! 2,PS2,Simulation,6.0,0.08,0.0,0.08,0.0,0.0,2001
11219,12-Sai. Koisuru Diary,3DS,Adventure,6.0,0.08,0.0,0.08,0.0,0.0,2016
11220,Tomb Raider: Underworld,PC,Adventure,8.0,0.08,0.0,0.0,0.07,0.01,2008
11221,Loading Human,PS4,Adventure,8.0,0.08,0.05,0.0,0.02,0.01,2016
11222,Deep Fear,SAT,Adventure,8.0,0.08,0.0,0.08,0.0,0.0,1998
11223,Horrid Henry's Horrid Adventure,DS,Adventure,8.0,0.08,0.0,0.0,0.07,0.01,2010
11224,Virus,SAT,Adventure,8.0,0.08,0.0,0.08,0.0,0.0,1997
11225,Cate West: The Vanishing Files,Wii,Adventure,8.0,0.08,0.07,0.0,0.0,0.01,2009
11226,Lost in Blue: Shipwrecked,Wii,Adventure,8.0,0.08,0.07,0.0,0.0,0.01,2008
11227,Scooby-Doo! Who's Watching Who?,PSP,Adventure,8.0,0.09,0.07,0.0,0.01,0.01,2006
11228,Sentimental Graffiti: First Window,SAT,Adventure,8.0,0.08,0.0,0.08,0.0,0.0,1997
11229,Grand Prix Challenge,PS2,Racing,8.0,0.08,0.04,0.0,0.03,0.01,2003
11230,Jimmie Johnson's Anything With an Engine,Wii,Racing,8.0,0.09,0.08,0.0,0.0,0.01,2011
11231,Whac-A-Mole,DS,Puzzle,8.0,0.08,0.07,0.0,0.0,0.01,2005
11232,Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,6.5,0.08,0.0,0.08,0.0,0.0,2015
11233,PQ: Practical Intelligence Quotient,PSP,Puzzle,6.5,0.08,0.07,0.0,0.0,0.01,2006
11234,Disney's Planes,3DS,Adventure,6.5,0.08,0.04,0.0,0.03,0.01,2013
11235,Prisoner of War,XB,Adventure,6.5,0.08,0.06,0.0,0.02,0.0,2002
11236,Murder in Venice,DS,Adventure,6.5,0.09,0.05,0.0,0.03,0.01,2011
11237,Cloudy With a Chance of Meatballs,PSP,Adventure,6.0,0.08,0.07,0.0,0.0,0.01,2009
11238,Gray Matter,PC,Adventure,7.3,0.08,0.02,0.0,0.05,0.01,2011
11239,Man vs. Wild,Wii,Adventure,7.3,0.07,0.07,0.0,0.0,0.0,2011
11240,Ro-Kyu-Bu!,PSP,Adventure,7.3,0.08,0.0,0.08,0.0,0.0,2011
11241,Elebits: The Adventures of Kai and Zero,DS,Adventure,7.5,0.08,0.07,0.0,0.0,0.01,2009
11242,Aibou DS,DS,Adventure,7.5,0.08,0.0,0.08,0.0,0.0,2009
11243,IHRA Drag Racing: Sportsman Edition,PS2,Racing,7.5,0.08,0.04,0.0,0.03,0.01,2006
11244,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,Music,7.5,0.08,0.0,0.08,0.0,0.0,2015
11245,Just Dance: Disney Party 2,XOne,Music,7.5,0.07999999999999999,0.06,0.0,0.01,0.01,2015
11246,IA/VT Colorful,PSV,Music,7.5,0.08,0.0,0.08,0.0,0.0,2015
11247,Tokimeki Memorial 4,PSP,Adventure,7.5,0.08,0.0,0.08,0.0,0.0,2009
11248,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,Adventure,7.5,0.08,0.0,0.08,0.0,0.0,2007
11249,Code Lyoko: Fall of X.A.N.A.,DS,Adventure,7.5,0.08,0.07,0.0,0.0,0.01,2008
11250,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,Adventure,7.5,0.08,0.06,0.0,0.02,0.0,2005
11251,Gundam the 3D Battle,3DS,Action,7.5,0.08,0.0,0.08,0.0,0.0,2011
11252,Playmobil Pirates,DS,Action,7.5,0.08,0.07,0.0,0.0,0.01,2009
11253,Godzilla Generations,DC,Action,3.2,0.08,0.0,0.08,0.0,0.0,1998
